name,sku,description,image,currency,url,variant_sku,price,stock,in_stock,size,color,variant_image
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-L-Blue,69,100,True,L,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-L-Green,69,100,True,L,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-green_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-L-Red,69,100,True,L,Red,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-red_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-M-Blue,69,100,True,M,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-M-Green,69,100,True,M,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-green_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-M-Red,69,100,True,M,Red,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-red_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-S-Blue,69,100,True,S,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-S-Green,69,100,True,S,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-green_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-S-Red,69,100,True,S,Red,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-red_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-XL-Blue,69,100,True,Xl,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-XL-Green,69,100,True,Xl,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-green_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-XL-Red,69,100,True,Xl,Red,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-red_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-XS-Blue,69,100,True,Xs,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-XS-Green,69,100,True,Xs,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-green_main-416x516.jpg
Abominable Hoodie,MH09,This is a variable product called a Abominable Hoodie,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/abominable-hoodie/,MH09-XS-Red,69,100,True,Xs,Red,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh09-red_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-L-Gray,57,100,True,L,Gray,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-L-Orange,57,100,True,L,Orange,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-orange_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-L-Purple,57,100,True,L,Purple,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-purple_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-M-Gray,57,100,True,M,Gray,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-M-Orange,57,100,True,M,Orange,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-orange_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-M-Purple,57,100,True,M,Purple,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-purple_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-S-Gray,57,100,True,S,Gray,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-S-Orange,57,100,True,S,Orange,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-orange_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-S-Purple,57,100,True,S,Purple,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-purple_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-XL-Gray,57,100,True,Xl,Gray,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-XL-Orange,57,100,True,Xl,Orange,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-orange_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-XL-Purple,57,100,True,Xl,Purple,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-purple_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-XS-Gray,57,100,True,Xs,Gray,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main-416x516.jpg
